Position,Track Name,Artist,Streams,URL,date
48,China,Anuel AA,3466582,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,8/25/19
49,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,3446913,https://open.spotify.com/track/2zjGJ0dChMR0KxBZS15aqo,8/25/19
50,I Don't Care (with Justin Bieber),Ed Sheeran,3334107,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,8/25/19
51,MIDDLE CHILD,J. Cole,3317856,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,8/25/19
52,Motivation,Normani,3236160,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm,8/25/19
53,EARFQUAKE,"Tyler, The Creator",3187977,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,8/25/19
54,It's You,Ali Gatie,3175925,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq,8/25/19
55,hot girl bummer,blackbear,3135191,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,8/25/19
56,Takeaway (feat. Lennon Stella),The Chainsmokers,3037435,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe,8/25/19
57,Wow.,Post Malone,3034112,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,8/25/19
58,I.F.L.Y.,Bazzi,2966844,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD,8/25/19
59,"fuck, i'm lonely",Lauv,2924705,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0,8/25/19
60,Callaita,Bad Bunny,2910729,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,8/25/19
61,My Type,Saweetie,2837590,https://open.spotify.com/track/5KBARWIxeMGkvUax9VtVC9,8/25/19
62,Tap (feat. Meek Mill),NAV,2834090,https://open.spotify.com/track/5rU6kDNXZLXIinFezpbWbO,8/25/19
63,Going Bad (feat. Drake),Meek Mill,2823176,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,8/25/19
64,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,2818581,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,8/25/19
65,Drip Too Hard (Lil Baby & Gunna),Lil Baby,2757299,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,8/25/19
66,"Go Loko (feat. Tyga, Jon Z)",YG,2725325,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD,8/25/19
67,One Thing Right,Marshmello,2720636,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4,8/25/19
68,NO HALO,BROCKHAMPTON,2703777,https://open.spotify.com/track/694vvR5o19xHPhhJ5QdLN7,8/25/19
69,223's (feat. 9lokknine),YNW Melly,2700182,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI,8/25/19
70,Sanguine Paradise,Lil Uzi Vert,2664480,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN,8/25/19
71,Won't Be Late (feat. Drake),Swae Lee,2657408,https://open.spotify.com/track/2sqsNXfN0HtgDEgaHXiUTa,8/25/19
72,Dance Monkey,Tones And I,2641205,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,8/25/19
73,F.N,Lil Tjay,2604812,https://open.spotify.com/track/0UPBidRYcgJ2mjZlk08V8x,8/25/19
74,Juice,Lizzo,2579496,https://open.spotify.com/track/0k664IuFwVP557Gnx7RhIl,8/25/19
75,Hot Shower,Chance the Rapper,2558150,https://open.spotify.com/track/00ko9WaS4jOX1kEk3gvHjf,8/25/19
76,when the party's over,Billie Eilish,2542994,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,8/25/19
77,SUGAR,BROCKHAMPTON,2525415,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,8/25/19
78,7 rings,Ariana Grande,2518662,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,8/25/19
79,Right Back (feat. A Boogie Wit Da Hoodie),Khalid,2516434,https://open.spotify.com/track/6PYnUsNEpYC7A4BS2sjw3L,8/25/19
80,Cash Shit (feat. DaBaby),Megan Thee Stallion,2512474,https://open.spotify.com/track/2rMAtCaTj16NptyVfEIeAC,8/25/19
81,Murder On My Mind,YNW Melly,2508606,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,8/25/19
82,Envy Me,Calboy,2502891,https://open.spotify.com/track/7rvyVWja33WG9R97oeJAjx,8/25/19
83,SICKO MODE,Travis Scott,2498889,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,8/25/19
84,lovely (with Khalid),Billie Eilish,2494806,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,8/25/19
85,Sucker,Jonas Brothers,2485844,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,8/25/19
86,Teeth,5 Seconds of Summer,2480960,https://open.spotify.com/track/26wLOs3ZuHJa2Ihhx6QIE6,8/25/19
87,Pure Water (with Migos),Mustard,2479250,https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8,8/25/19
88,If I Can't Have You,Shawn Mendes,2437799,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,8/25/19
89,Lucid Dreams,Juice WRLD,2436486,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,8/25/19
90,The Git Up,Blanco Brown,2406986,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm,8/25/19
91,Better,Khalid,2387062,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,8/25/19
92,Hate Me (with Juice WRLD),Ellie Goulding,2355884,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,8/25/19
93,LA CANCIÓN,J Balvin,2338564,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,8/25/19
94,BOY BYE,BROCKHAMPTON,2266549,https://open.spotify.com/track/6e7hIhOLH9zvb3zP5O5gt0,8/25/19
95,Rodeo,Lil Nas X,2242183,https://open.spotify.com/track/4ak7xjvBeBOcJGWFDX9w5n,8/25/19
96,Daddy (feat. Rich The Kid),Blueface,2237866,https://open.spotify.com/track/4hanO6Du5J7QEguNHYZHmw,8/25/19
97,Happier,Marshmello,2236934,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,8/25/19
98,Eastside (with Halsey & Khalid),benny blanco,2236833,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,8/25/19
99,Robbery,Juice WRLD,2216326,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,8/25/19
100,Paradise,Bazzi,2211086,https://open.spotify.com/track/0Rx0DJI556Ix5gBny6EWmn,8/25/19
101,Better Now,Post Malone,2206550,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,8/25/19
102,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,2205250,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,8/25/19
103,rockstar (feat. 21 Savage),Post Malone,2204204,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,8/25/19
104,Pose (feat. Lil Uzi Vert),Yo Gotti,2117450,https://open.spotify.com/track/6e9biVAugkOfydEN8OiJpi,8/25/19
105,SLOW DANCING IN THE DARK,Joji,2114734,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,8/25/19
106,Uno,Ambjaay,2106848,https://open.spotify.com/track/3AEgic4yp82NxMWUjHtxnO,8/25/19
107,Speechless,Dan + Shay,2106524,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF,8/25/19
108,Time - Edit,NF,2104118,https://open.spotify.com/track/1gZFRYcPz3wKevEaNYRwfW,8/25/19
109,Baby Sitter (feat. Offset),DaBaby,2093543,https://open.spotify.com/track/7f1zjZG77S891Uv4O68yfk,8/25/19
110,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",Dreamville,2077524,https://open.spotify.com/track/5WnfnSpuNEGXyEt78PBA6d,8/25/19
111,Never Really Over,Katy Perry,2054882,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,8/25/19
112,Soltera (Remix),Lunay,2024873,https://open.spotify.com/track/2qMnZF5Ja2WvmfbblByQza,8/25/19
113,a lot,21 Savage,2020810,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,8/25/19
114,Big Rocks (Offset feat. Young Thug),Quality Control,2009307,https://open.spotify.com/track/2JdIqJBbIiwEah4ejqIWGj,8/25/19
115,SAD!,XXXTENTACION,1975779,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,8/25/19
116,Look Back at It,A Boogie Wit da Hoodie,1968240,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,8/25/19
117,"Yo x Ti, Tu x Mi",ROSALÍA,1968221,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk,8/25/19
118,bury a friend,Billie Eilish,1960924,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,8/25/19
119,Higher Love,Kygo,1959041,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,8/25/19
120,Without Me,Halsey,1948037,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,8/25/19
121,Good Things Fall Apart (with Jon Bellion),ILLENIUM,1939878,https://open.spotify.com/track/3LxG9HkMMFP0MZuiw3O2rF,8/25/19
122,No Me Conoce - Remix,Jhay Cortez,1924074,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,8/25/19
123,#PROUDCATOWNERREMIX,XXXTENTACION,1922659,https://open.spotify.com/track/5dkZ2DrcPJrqwlRQe6Q35e,8/25/19
124,Otro Trago - Remix,Sech,1907744,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL,8/25/19
125,Whiskey Glasses,Morgan Wallen,1906767,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00,8/25/19
126,The Bones,Maren Morris,1902633,https://open.spotify.com/track/3npzogdOEiVsieXmmhBepL,8/25/19
127,Goin Baby,DaBaby,1888749,https://open.spotify.com/track/3WyRgi8CzQnhzO0xw79tTS,8/25/19
128,"thank u, next",Ariana Grande,1879737,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,8/25/19
129,Beautiful Crazy,Luke Combs,1857149,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde,8/25/19
130,I Fall Apart,Post Malone,1856785,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,8/25/19
131,Baby Birkin,Gunna,1841719,https://open.spotify.com/track/0BOmhToQ03yOdpzYKMEnAg,8/25/19
132,Dancing With A Stranger (with Normani),Sam Smith,1807627,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,8/25/19
133,God's Country,Blake Shelton,1804969,https://open.spotify.com/track/1dyxS3YzBbL0t8rEVwVQ1K,8/25/19
134,Act Up,City Girls,1793894,https://open.spotify.com/track/3A2yGHWIzmGEIolwonU69h,8/25/19
135,Post Malone (feat. RANI),Sam Feldt,1784704,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL,8/25/19
136,Jocelyn Flores,XXXTENTACION,1780024,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,8/25/19
137,Ballin' (with Roddy Ricch),Mustard,1778800,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,8/25/19
138,ZEZE (feat. Travis Scott & Offset),Kodak Black,1771536,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,8/25/19
139,Only Human,Jonas Brothers,1757591,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk,8/25/19
140,Beer Never Broke My Heart,Luke Combs,1743224,https://open.spotify.com/track/7nfmK6oHPDlAd68A11d7AN,8/25/19
141,"Pink Toes (Offset, DaBaby feat. Gunna)",Quality Control,1737839,https://open.spotify.com/track/0W1ZfgXpC23RYQPDq7RM5I,8/25/19
142,Faucet Failure,Ski Mask The Slump God,1737257,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN,8/25/19
143,Moonlight,XXXTENTACION,1728763,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,8/25/19
144,Worth It,YK Osiris,1728363,https://open.spotify.com/track/4XiGKQqbmnMVxDzUj6j3f2,8/25/19
145,All Girls Are The Same,Juice WRLD,1716925,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,8/25/19
146,High Hopes,Panic! At The Disco,1716849,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,8/25/19
147,Shallow,Lady Gaga,1714121,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,8/25/19
148,Bohemian Rhapsody - Remastered 2011,Queen,1712267,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,8/25/19
149,I Warned Myself,Charlie Puth,1711540,https://open.spotify.com/track/3707IBa4HnS3zDDoWfeUBl,8/25/19
150,i love you,Billie Eilish,1708960,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc,8/25/19
151,Nonstop,Drake,1697214,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,8/25/19
152,Saturday Nights,Khalid,1689585,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,8/25/19
153,Noticed,Lil Mosey,1688581,https://open.spotify.com/track/7zLYKWcXnYeHHWidalz7rj,8/25/19
154,Antisocial (with Travis Scott),Ed Sheeran,1686716,https://open.spotify.com/track/1DhRbox3xkceP64k3JeYfW,8/25/19
155,"break up with your girlfriend, i'm bored",Ariana Grande,1676760,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,8/25/19
156,Small Talk,Katy Perry,1672484,https://open.spotify.com/track/4NmE2ytXI8S2svTRSmEdpO,8/25/19
157,Heartless (feat. Morgan Wallen),Diplo,1672353,https://open.spotify.com/track/0rFQ5cKYJ9WtHSKp9sxVYt,8/25/19
158,ocean eyes,Billie Eilish,1671014,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,8/25/19
159,Surf (feat. Gunna),Young Thug,1669584,https://open.spotify.com/track/6igOR5QCn09zAVF2ikZjsV,8/25/19
160,Yes Indeed,Lil Baby,1669178,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,8/25/19
161,wish you were gay,Billie Eilish,1663124,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD,8/25/19
162,I Like It,Cardi B,1661837,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,8/25/19
163,Juicy,Doja Cat,1660674,https://open.spotify.com/track/4cTm3Ev9bUvy4ChJjB1nhl,8/25/19
164,Psycho (feat. Ty Dolla $ign),Post Malone,1659677,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,8/25/19
165,I,Lil Skies,1652647,https://open.spotify.com/track/4ZT9FnbFu1PaBfV3itxiqT,8/25/19
166,What's the Move (feat. Lil Uzi Vert),Young Thug,1648454,https://open.spotify.com/track/3pTScODwk9tggZzmuH6xDY,8/25/19
167,Youngblood,5 Seconds of Summer,1644793,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,8/25/19
168,Tempo (feat. Missy Elliott),Lizzo,1644071,https://open.spotify.com/track/6nBQFAIVFmAx2oZ8p6lUg6,8/25/19
169,XO Tour Llif3,Lil Uzi Vert,1643535,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,8/25/19
170,Fuck it I love you,Lana Del Rey,1641437,https://open.spotify.com/track/28aEiMfveru430xmXhDCy3,8/25/19
171,Mac 10,Trippie Redd,1639819,https://open.spotify.com/track/2KEux6D75xjj6fdabXpeAu,8/25/19
172,Congratulations,Post Malone,1636975,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,8/25/19
173,QUE PRETENDES,J Balvin,1634394,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,8/25/19
174,No Way!,Bazzi,1630068,https://open.spotify.com/track/0yYwS7CXKIPC4kWPvZQfsT,8/25/19
175,goosebumps,Travis Scott,1627924,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,8/25/19
176,Tequila,Dan + Shay,1622186,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y,8/25/19
177,Leave Me Alone,Flipp Dinero,1617598,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,8/25/19
178,Call You Mine,The Chainsmokers,1611743,https://open.spotify.com/track/1SNiXDwSilLujcYdvfqVpT,8/25/19
179,Taste (feat. Offset),Tyga,1605743,https://open.spotify.com/track/2toVe5hfuIi97ytDPDbQFt,8/25/19
180,All For Us - from the HBO Original Series Euphoria,Labrinth,1600185,https://open.spotify.com/track/10hMM5nsZQf66ldBlgWBfG,8/25/19
181,Adicto (with Anuel AA & Ozuna),Tainy,1591617,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq,8/25/19
182,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,1589544,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,8/25/19
183,IF YOU PRAY RIGHT,BROCKHAMPTON,1585335,https://open.spotify.com/track/56IGGA6VwAbIni6KoN7VC5,8/25/19
184,ST. PERCY,BROCKHAMPTON,1581583,https://open.spotify.com/track/3wE9jU1zReHLMHLgAsWIYX,8/25/19
185,Fuck Love (feat. Trippie Redd),XXXTENTACION,1580699,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,8/25/19
186,bad guy (with Justin Bieber),Billie Eilish,1572932,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT,8/25/19
187,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,1572145,https://open.spotify.com/track/4wuCQX7JvAZLlrcmH4AeZF,8/25/19
188,comethru,Jeremy Zucker,1563924,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP,8/25/19
189,Homicide (feat. Eminem),Logic,1554891,https://open.spotify.com/track/7M2tXmeS15NAzEn7ABFeBg,8/25/19
190,Young Dumb & Broke,Khalid,1546918,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,8/25/19
191,Ric Flair Drip (& Metro Boomin),Offset,1541187,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,8/25/19
192,Shotta Flow,NLE Choppa,1540501,https://open.spotify.com/track/4dAMdQ6g4kGmnc1MDHsg77,8/25/19
193,"Hey Look Ma, I Made It",Panic! At The Disco,1538769,https://open.spotify.com/track/22oEJW6r2rMb9z4IntfyEa,8/25/19
194,Armed And Dangerous,Juice WRLD,1535435,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,8/25/19
195,Best Part (feat. Daniel Caesar),H.E.R.,1535341,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,8/25/19
196,La La Land (feat. YG),Bryce Vine,1521892,https://open.spotify.com/track/4cEONREpY8NQJMuGQP95Kl,8/25/19
197,Mo Bamba,Sheck Wes,1519698,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,8/25/19
198,Location,Khalid,1514438,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,8/25/19
199,you should see me in a crown,Billie Eilish,1510332,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d,8/25/19
200,God's Plan,Drake,1509582,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,8/25/19
1,Circles,Post Malone,14783964,https://open.spotify.com/track/4VginDwYTP2eaHJzO0QMjG,9/1/19
2,Ransom,Lil Tecca,11219214,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0,9/1/19
3,Truth Hurts,Lizzo,8746725,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh,9/1/19
4,Señorita,Shawn Mendes,8002090,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,9/1/19
5,Goodbyes (Feat. Young Thug),Post Malone,7491630,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,9/1/19
6,Lover,Taylor Swift,7190759,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,9/1/19
7,No Guidance (feat. Drake),Chris Brown,6736344,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,9/1/19
8,Money In The Grave (Drake ft. Rick Ross),Drake,6601949,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,9/1/19
9,The London (feat. J. Cole & Travis Scott),Young Thug,5706264,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n,9/1/19
10,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,5651824,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,9/1/19
11,Panini,Lil Nas X,5573927,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r,9/1/19
12,The Man,Taylor Swift,5522754,https://open.spotify.com/track/3RauEVgRgj1IuWdJ9fDs70,9/1/19
13,Someone You Loved,Lewis Capaldi,5325279,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,9/1/19
14,bad guy,Billie Eilish,5252668,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,9/1/19
15,boyfriend (with Social House),Ariana Grande,5250757,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,9/1/19
16,Suge,DaBaby,5113585,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,9/1/19
17,You Need To Calm Down,Taylor Swift,5078864,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5,9/1/19
18,Beautiful People (feat. Khalid),Ed Sheeran,5006433,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,9/1/19
19,Lalala,Y2K,4809704,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,9/1/19
20,Baby (Lil Baby feat. DaBaby),Quality Control,4790503,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J,9/1/19
21,Did It Again,Lil Tecca,4761483,https://open.spotify.com/track/6alCTRgBPoeAFi2N4il9Q4,9/1/19
22,Good as Hell,Lizzo,4723170,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR,9/1/19
23,Cruel Summer,Taylor Swift,4684840,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr,9/1/19
24,Bad Bad Bad (feat. Lil Baby),Young Thug,4616333,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH,9/1/19
25,How Do You Sleep?,Sam Smith,4577207,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,9/1/19
26,Babushka Boi,A$AP Rocky,4369100,https://open.spotify.com/track/643PW82aBMUa1FiWi5VQY7,9/1/19
27,Hot (feat. Gunna),Young Thug,4292211,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9,9/1/19
28,I Forgot That You Existed,Taylor Swift,4236573,https://open.spotify.com/track/43rA71bccXFGD4C8GOpIlN,9/1/19
29,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,4231286,https://open.spotify.com/track/5N1o6d8zGcSZSeMFkOUQOk,9/1/19
30,Ransom (with Juice WRLD) - Remix,Lil Tecca,4184590,https://open.spotify.com/track/0DZJACISivjWjscIp5Kg1q,9/1/19
31,hot girl bummer,blackbear,4164740,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,9/1/19
32,Love Me,Lil Tecca,4022497,https://open.spotify.com/track/3TLwAp3uX1nKsVxrDhNPOL,9/1/19
33,Slide Away,Miley Cyrus,3875625,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf,9/1/19
34,Pop Out (feat. Lil Tjay),Polo G,3825549,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1,9/1/19
35,Shots,Lil Tecca,3810219,https://open.spotify.com/track/5xjei7JnROsAzLY2a7RdZU,9/1/19
36,Shotta Flow (Feat. Blueface) [Remix],NLE Choppa,3682147,https://open.spotify.com/track/67XyC1GdSkKb9sbRRkUDXS,9/1/19
37,Old Town Road - Remix,Lil Nas X,3653894,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,9/1/19
38,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,3597392,https://open.spotify.com/track/2zjGJ0dChMR0KxBZS15aqo,9/1/19
39,Graduation (with Juice WRLD),benny blanco,3568972,https://open.spotify.com/track/6cjSh516BbrNUs213jDAGm,9/1/19
40,Motivation,Normani,3524295,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm,9/1/19
41,Norman fucking Rockwell,Lana Del Rey,3523970,https://open.spotify.com/track/3RIgHHpnFKj5Rni1shokDj,9/1/19
42,Paper Rings,Taylor Swift,3496109,https://open.spotify.com/track/4y5bvROuBDPr5fuwXbIBZR,9/1/19
43,Talk (feat. Disclosure),Khalid,3408318,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,9/1/19
44,Dance Monkey,Tones And I,3344777,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,9/1/19
45,I Don't Care (with Justin Bieber),Ed Sheeran,3341473,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,9/1/19
46,"fuck, i'm lonely",Lauv,3317802,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0,9/1/19
47,Wow.,Post Malone,3268419,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,9/1/19
48,MIDDLE CHILD,J. Cole,3268417,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,9/1/19
49,China,Anuel AA,3245738,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,9/1/19
50,Bezerk (feat. A$AP Ferg),Big Sean,3223466,https://open.spotify.com/track/2B9wgj9XzbJZLty03PRbVo,9/1/19
51,I Think He Knows,Taylor Swift,3219804,https://open.spotify.com/track/2YWtcWi3a83pdEg3Gif4Pd,9/1/19
52,EARFQUAKE,"Tyler, The Creator",3112223,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,9/1/19
53,Miss Americana & The Heartbreak Prince,Taylor Swift,3109467,https://open.spotify.com/track/214nt20w5wOxJnY462klLw,9/1/19
54,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,3107965,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45,9/1/19
55,SICKO MODE,Travis Scott,3064003,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,9/1/19
56,It's You,Ali Gatie,3050381,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq,9/1/19
57,223's (feat. 9lokknine),YNW Melly,3047585,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI,9/1/19
58,I.F.L.Y.,Bazzi,2939369,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD,9/1/19
59,Cornelia Street,Taylor Swift,2937435,https://open.spotify.com/track/12M5uqx0ZuwkpLp5rJim1a,9/1/19
60,London Boy,Taylor Swift,2900341,https://open.spotify.com/track/1LLXZFeAHK9R4xUramtUKw,9/1/19
61,Doin' Time,Lana Del Rey,2875086,https://open.spotify.com/track/0Oqc0kKFsQ6MhFOLBNZIGX,9/1/19
62,F.N,Lil Tjay,2874418,https://open.spotify.com/track/0UPBidRYcgJ2mjZlk08V8x,9/1/19
63,Death By A Thousand Cuts,Taylor Swift,2800266,https://open.spotify.com/track/2dgFqt3w9xIQRjhPtwNk3D,9/1/19
64,Going Bad (feat. Drake),Meek Mill,2796009,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,9/1/19
65,Takeaway (feat. Lennon Stella),The Chainsmokers,2793002,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe,9/1/19
